ID,Player,Team,Position,Price,Total Points,Game Week
"1Riccioni,M","Riccioni,M",SAR,PR,2100000,13,1
"1Baxter,F","Baxter,F",HAR,PR,3200000,12,1
"1Obano,B","Obano,B",BAT,PR,3200000,12,1
"1Carre,R","Carre,R",SAR,PR,2100000,11.5,1
"1Sela,V","Sela,V",BAT,PR,1000000,11.5,1
"1Woolmore,J","Woolmore,J",BRI,PR,1000000,10.5,1
"1Davison,T","Davison,T",NOR,PR,2500000,10,1
"1Mawi,E","Mawi,E",SAR,PR,1000000,10,1
"1Clarey,A","Clarey,A",SAR,PR,1000000,10,1
"1Griffin,A","Griffin,A",BAT,PR,1000000,9.5,1
"1Iyogun,E","Iyogun,E",NOR,PR,2100000,8,1
"1Chawatama,L","Chawatama,L",BRI,PR,1000000,8,1
"1Kloska,G","Kloska,G",BRI,PR,1000000,7.5,1
"1Millar-Mills,E","Millar-Mills,E",NOR,PR,1000000,7.5,1
"1Fischetti,D","Fischetti,D",NOR,PR,2500000,7,1
"1McIntyre,S","McIntyre,S",SAL,PR,1000000,7,1
"1Grahamslaw,S","Grahamslaw,S",BRI,PR,1000000,7,1
"1Opoku-Fordjour,A","Opoku-Fordjour,A",SAL,PR,3200000,6,1
"1John,W","John,W",SAL,PR,1000000,6,1
"1Rodd,B","Rodd,B",SAL,PR,2700000,5.5,1
"1Els,J","Els,J",HAR,PR,1000000,5.5,1
"1Williams,H","Williams,H",HAR,PR,2000000,5,1
"1Blose,K","Blose,K",EXE,PR,1000000,5,1
"1van Wyk,F","van Wyk,F",BAT,PR,2000000,4.5,1
"1Goodrick-Clarke,W","Goodrick-Clarke,W",EXE,PR,1000000,4,1
"1Streeter,O","Streeter,O",HAR,PR,1000000,4,1
"1Smith,N","Smith,N",LEI,PR,2600000,2.5,1
"1Heyes,J","Heyes,J",LEI,PR,2200000,2,1
"1Haffar,T","Haffar,T",LEI,PR,1000000,2,1
"1Bellamy,H","Bellamy,H",GLO,PR,1000000,2,1
"1McCallum,M","McCallum,M",NEW,PR,1000000,2,1
"1Gotovtsev,K","Gotovtsev,K",GLO,PR,1000000,2,1
"1Hurd,W","Hurd,W",LEI,PR,1000000,2,1
"1Brocklebank,A","Brocklebank,A",NEW,PR,1000000,1.5,1
"1Tchumbadze,B","Tchumbadze,B",EXE,PR,1000000,1.5,1
"1McArthur,A","McArthur,A",GLO,PR,2000000,1.5,1
"1Iosefa-Scott,J","Iosefa-Scott,J",EXE,PR,1000000,1,1
"1Palframan,R","Palframan,R",NEW,PR,1000000,1,1
"1Fasogbon,A","Fasogbon,A",GLO,PR,2200000,0,1
"1Genge,E","Genge,E",BRI,PR,4200000,0,1
"1du Toit,T","du Toit,T",BAT,PR,4100000,0,1
"1de Bruin,L","de Bruin,L",NEW,PR,1000000,0,1
"1Stuart,W","Stuart,W",BAT,PR,3500000,0,1
"1Lahiff,M","Lahiff,M",BRI,PR,2000000,0,1
"1Bello,E","Bello,E",NEW,PR,1000000,0,1
"1Sio,S","Sio,S",EXE,PR,2000000,0,1
"1Rapava-Ruskin,V","Rapava-Ruskin,V",GLO,PR,2500000,0,1
"1Ford-Robinson,J","Ford-Robinson,J",GLO,PR,2000000,0,1
"1Laulala,N","Laulala,N",GLO,PR,2000000,0,1
"1Lamositele,T","Lamositele,T",HAR,PR,2000000,0,1
"1Beaton,H","Beaton,H",SAR,PR,1000000,0,1
"1Kirk,S","Kirk,S",BAT,PR,1000000,0,1
"1Summerfield,M","Summerfield,M",BAT,PR,1000000,0,1
"1Halliwell,J","Halliwell,J",BRI,PR,1000000,0,1
"1Longwell,S","Longwell,S",BRI,PR,1000000,0,1
"1Mona,K","Mona,K",EXE,PR,1000000,0,1
"1Painter,E","Painter,E",EXE,PR,1000000,0,1
"1Roots,J","Roots,J",EXE,PR,1000000,0,1
"1Knight,C","Knight,C",GLO,PR,1000000,0,1
"1Clarke,E","Clarke,E",HAR,PR,1000000,0,1
"1Hobson,W","Hobson,W",HAR,PR,1000000,0,1
"1Kerrod,S","Kerrod,S",HAR,PR,1000000,0,1
"1Hancock,CPR","Hancock,CPR",NEW,PR,1000000,0,1
"1Hancock,CPR","Hancock,CPR",NEW,PR,1000000,0,1
"1Rewcastle,M","Rewcastle,M",NEW,PR,1000000,0,1
"1Green,L","Green,L",NOR,PR,1000000,0,1
"1Kundiona,C","Kundiona,C",NOR,PR,1000000,0,1
"1West,T","West,T",NOR,PR,2000000,0,1
"1Harper,J","Harper,J",SAL,PR,1000000,0,1
"1Jones,J","Jones,J",SAL,PR,1000000,0,1
"1McEachran,R","McEachran,R",SAL,PR,1000000,0,1
"1Onasanya,T","Onasanya,T",SAL,PR,1000000,0,1
"1Raymont,T","Raymont,T",SAL,PR,1000000,0,1
"1Brantingham,P","Brantingham,P",SAR,PR,1000000,0,1
"1Nairau,V","Nairau,V",SAR,PR,1000000,0,1
"1Street,M","Street,M",SAR,PR,1000000,0,1
"1Tuimauga,T","Tuimauga,T",SAR,PR,1000000,0,1
"1Oghre,G","Oghre,G",BRI,HK,4200000,16.5,1
"1Dan,T","Dan,T",SAR,HK,4200000,16,1
"1Dunn,T","Dunn,T",BAT,HK,4100000,14.5,1
"1Jibulu,N","Jibulu,N",SAL,HK,2100000,12.5,1
"1Clarke,Eo","Clarke,Eo",SAR,HK,2500000,10,1
"1Wright,C","Wright,C",NOR,HK,2000000,9,1
"1Walker,H","Walker,H",NOR,HK,2000000,8,1
"1Thacker,H","Thacker,H",BRI,HK,4500000,7,1
"1McGuigan,G","McGuigan,G",NEW,HK,2200000,6.5,1
"1Tuipulotu,K","Tuipulotu,K",BAT,HK,2000000,6,1
"1Walker,J","Walker,J",HAR,HK,3000000,6,1
"1Turner,G","Turner,G",HAR,HK,3500000,6,1
"1Caine,E","Caine,E",SAL,HK,2000000,5.5,1
"1Blamire,J","Blamire,J",LEI,HK,3200000,4.5,1
"1Yeandle,J","Yeandle,J",EXE,HK,2100000,4,1
"1Innard,J","Innard,J",GLO,HK,2000000,4,1
"1Fletcher,O","Fletcher,O",NEW,HK,2000000,2.5,1
"1Dweba,J","Dweba,J",EXE,HK,3100000,0.5,1
"1Clare,C","Clare,C",LEI,HK,2000000,0.5,1
"1Cowan-Dickie,L","Cowan-Dickie,L",SAL,HK,4500000,0,1
"1Langdon,C","Langdon,C",NOR,HK,4000000,0,1
"1Frost,D","Frost,D",BAT,HK,2000000,0,1
"1George,J","George,J",SAR,HK,4500000,0,1
"1Singleton,J","Singleton,J",GLO,HK,3500000,0,1
"1Faiva,H","Faiva,H",NEW,HK,2000000,0,1
"1Capon,W","Capon,W",BRI,HK,2000000,0,1
"1Blake,S","Blake,S",GLO,HK,3000000,0,1
"1Riley,S","Riley,S",HAR,HK,2000000,0,1
"1Theobald-Thomas,F","Theobald-Thomas,F",LEI,HK,2000000,0,1
"1Smith,R","Smith,R",NOR,HK,2000000,0,1
"1Webber,R","Webber,R",SAL,HK,2000000,0,1
"1Adejimi,S","Adejimi,S",SAR,HK,2000000,0,1
"1Spandler,J","Spandler,J",BAT,HK,2000000,0,1
"1Gwilliam,T","Gwilliam,T",BRI,HK,2000000,0,1
"1Gulley,L","Gulley,L",EXE,HK,2000000,0,1
"1Heaven,J","Heaven,J",EXE,HK,2000000,0,1
"1Norey,M","Norey,M",EXE,HK,2000000,0,1
"1Freeman Price,K","Freeman Price,K",GLO,HK,2000000,0,1
"1Musk,J","Musk,J",HAR,HK,2000000,0,1
"1Longstaff,A","Longstaff,A",SAL,HK,2000000,0,1
"1McElroy,T","McElroy,T",SAL,HK,2000000,0,1
"1Hadfield,J","Hadfield,J",SAR,HK,2000000,0,1
"1Coles,A","Coles,A",NOR,LK,4200000,18.5,1
"1Andrews,H","Andrews,H",SAL,LK,2000000,13,1
"1Tizard,H","Tizard,H",SAR,LK,3100000,11.5,1
"1Wilson,H","Wilson,H",SAR,LK,2000000,11.5,1
"1Isiekwe,N","Isiekwe,N",SAR,LK,3200000,11,1
"1Sodeke,O","Sodeke,O",SAR,LK,2000000,11,1
"1Batley,J","Batley,J",BRI,LK,3700000,10.5,1
"1Prowse,E","Prowse,E",NOR,LK,1200000,10,1
"1Dun,J","Dun,J",BRI,LK,2000000,10,1
"1Owen,J","Owen,J",BRI,LK,2000000,8,1
"1Thomas,F","Thomas,F",GLO,LK,2100000,7.5,1
"1Bamber,B","Bamber,B",SAL,LK,2100000,7.5,1
"1van der Mescht,J","van der Mescht,J",NOR,LK,2500000,7.5,1
"1Roux,Q","Roux,Q",BAT,LK,3100000,6.5,1
"1Treadwell,K","Treadwell,K",HAR,LK,2000000,6.5,1
"1Molony,R","Molony,R",BAT,LK,2500000,6,1
"1Ewels,C","Ewels,C",BAT,LK,3200000,5,1
"1Tshiunza,C","Tshiunza,C",EXE,LK,2100000,5,1
"1Green,J","Green,J",HAR,LK,2000000,5,1
"1Clark,A","Clark,A",GLO,LK,2200000,4.5,1
"1Pearson,L","Pearson,L",EXE,LK,2000000,4.5,1
"1Henderson,C","Henderson,C",LEI,LK,2000000,4,1
"1Clarke,F","Clarke,F",NEW,LK,2000000,4,1
"1Alemanno,M","Alemanno,M",GLO,LK,2100000,3.5,1
"1Hodgson,J","Hodgson,J",NEW,LK,2000000,3.5,1
"1Tuima,R","Tuima,R",EXE,LK,2000000,3,1
"1Zambonin,A","Zambonin,A",EXE,LK,3000000,3,1
"1Jenkins,D","Jenkins,D",EXE,LK,3600000,2.5,1
"1Jordan,C","Jordan,C",GLO,LK,2000000,2,1
"1Thompson,J","Thompson,J",LEI,LK,2000000,1,1
"1Usher,O","Usher,O",NEW,LK,2000000,1,1
"1Chessum,O","Chessum,O",LEI,LK,4700000,0,1
"1McFarland,T","McFarland,T",SAR,LK,3100000,0,1
"1Itoje,M","Itoje,M",SAR,LK,5100000,0,1
"1Launchbury,J","Launchbury,J",HAR,LK,2000000,0,1
"1Martin,G","Martin,G",LEI,LK,3500000,0,1
"1Rubiolo,P","Rubiolo,P",BRI,LK,2500000,0,1
"1Petti,G","Petti,G",HAR,LK,3000000,0,1
"1Chessum,L","Chessum,L",LEI,LK,2000000,0,1
"1Baker,F","Baker,F",NEW,LK,2000000,0,1
"1de Chaves,S","de Chaves,S",NEW,LK,2000000,0,1
"1Munga,C","Munga,C",NOR,LK,3000000,0,1
"1Bailey,J","Bailey,J",EXE,LK,2000000,0,1
"1Bell,A","Bell,A",EXE,LK,2000000,0,1
"1Lewies,S","Lewies,S",HAR,LK,2000000,0,1
"1Wells,H","Wells,H",LEI,LK,2000000,0,1
"1Lockett,T","Lockett,T",NOR,LK,2500000,0,1
"1Burrow,T","Burrow,T",SAL,LK,2000000,0,1
"1Dingley,J","Dingley,J",BAT,LK,2000000,0,1
"1Graham,M","Graham,M",BAT,LK,2000000,0,1
"1Jeanes,W","Jeanes,W",BAT,LK,2000000,0,1
"1Richards,E","Richards,E",BAT,LK,2000000,0,1
"1Barker,S","Barker,S",BRI,LK,2000000,0,1
"1Pearce,P","Pearce,P",BRI,LK,2000000,0,1
"1Taylor,G","Taylor,G",BRI,LK,2000000,0,1
"1Bokenham,H","Bokenham,H",GLO,LK,2000000,0,1
"1Eite,D","Eite,D",GLO,LK,2000000,0,1
"1Browne,H","Browne,H",HAR,LK,2000000,0,1
"1Jurevicius,M","Jurevicius,M",HAR,LK,2000000,0,1
"1Carmichael,R","Carmichael,R",LEI,LK,2000000,0,1
"1Manz,T","Manz,T",LEI,LK,2000000,0,1
"1Cardall,T","Cardall,T",NEW,LK,2000000,0,1
"1Hawkins,J","Hawkins,J",NEW,LK,2000000,0,1
"1Scott,Ad","Scott,Ad",NEW,LK,2000000,0,1
"1Atuanya,E","Atuanya,E",NOR,LK,2000000,0,1
"1Birch,R","Birch,R",SAL,LK,2000000,0,1
"1Roets,L","Roets,L",SAL,LK,2000000,0,1
"1Lee-Warner,F","Lee-Warner,F",NEW,LK,2000000,-0.5,1
"1Evans,W","Evans,W",HAR,LF,4200000,28,1
"1Willis,T","Willis,T",SAR,LF,8200000,25,1
"1Onyeama-Christie,A","Onyeama-Christie,A",SAR,LF,5000000,23,1
"1Chick,C","Chick,C",NOR,LF,4700000,20,1
"1Pearson,T","Pearson,T",NOR,LF,6500000,20,1
"1Vintcent,R","Vintcent,R",EXE,LF,3600000,19.5,1
"1Kenningham,J","Kenningham,J",HAR,LF,4000000,19.5,1
"1Dombrandt,A","Dombrandt,A",HAR,LF,7100000,18,1
"1Harding,F","Harding,F",BRI,LF,6100000,15.5,1
"1Bayliss,J","Bayliss,J",BAT,LF,4000000,15.5,1
"1Grondona,B","Grondona,B",BRI,LF,3000000,15,1
"1Dugdale,S","Dugdale,S",SAL,LF,4000000,15,1
"1Reid,M","Reid,M",BAT,LF,4500000,12,1
"1Scott-Young,A","Scott-Young,A",NOR,LF,3500000,11,1
"1Vermeulen,J","Vermeulen,J",SAL,LF,5100000,10.5,1
"1Underhill,S","Underhill,S",BAT,LF,7500000,10.5,1
"1Fisilau,G","Fisilau,G",EXE,LF,4000000,10,1
"1Curry,B","Curry,B",SAL,LF,6700000,9.5,1
"1Luatua,S","Luatua,S",BRI,LF,4000000,9.5,1
"1Mata,V","Mata,V",BRI,LF,6000000,9.5,1
"1Pepper,G","Pepper,G",BAT,LF,6700000,9,1
"1Cracknell,O","Cracknell,O",LEI,LF,5500000,9,1
"1Graham,S","Graham,S",NOR,LF,5000000,9,1
"1van Rhyn,E","van Rhyn,E",SAL,LF,4000000,8,1
"1Clement,J","Clement,J",GLO,LF,5000000,6.5,1
"1Ilione,E","Ilione,E",LEI,LF,4500000,6.5,1
"1Hill,T","Hill,T",BAT,LF,6500000,5.5,1
"1Woodman,T","Woodman,T",SAL,LF,3000000,5.5,1
"1Gordon,T","Gordon,T",NEW,LF,4000000,5,1
"1Venter,J","Venter,J",GLO,LF,4000000,4.5,1
"1Carr,Z","Carr,Z",HAR,LF,3000000,4.5,1
"1Liebenberg,H","Liebenberg,H",LEI,LF,5700000,4,1
"1James,K","James,K",EXE,LF,3000000,4,1
"1Lelei Mafi,A","Lelei Mafi,A",NEW,LF,3600000,3.5,1
"1Neild,C","Neild,C",NEW,LF,3000000,3.5,1
"1Cunningham-South,C","Cunningham-South,C",HAR,LF,7100000,3,1
"1Ludlow,L","Ludlow,L",GLO,LF,5000000,3,1
"1Michelow,N","Michelow,N",SAR,LF,3000000,3,1
"1Moro,J","Moro,J",LEI,LF,3000000,2,1
"1Manz,J","Manz,J",LEI,LF,3000000,2,1
"1Lockwood,F","Lockwood,F",NEW,LF,3000000,0.5,1
"1Brown,F","Brown,F",NOR,LF,2200000,0,1
"1Pollock,H","Pollock,H",NOR,LF,8200000,0,1
"1Reffell,T","Reffell,T",LEI,LF,4100000,0,1
"1Roots,E","Roots,E",EXE,LF,4000000,0,1
"1Curry,TM","Curry,TM",SAL,LF,7500000,0,1
"1Earl,B","Earl,B",SAR,LF,8000000,0,1
"1Barbeary,A","Barbeary,A",BAT,LF,6500000,0,1
"1du Preez,D","du Preez,D",SAL,LF,4000000,0,1
"1Capstick,R","Capstick,R",EXE,LF,3000000,0,1
"1Hooper,T","Hooper,T",EXE,LF,6500000,0,1
"1Christie,T","Christie,T",NEW,LF,5000000,0,1
"1Coetzee,J","Coetzee,J",BAT,LF,4000000,0,1
"1Grondona,S","Grondona,S",BRI,LF,4000000,0,1
"1Ivanishvili,L","Ivanishvili,L",BRI,LF,3000000,0,1
"1Basham,J","Basham,J",GLO,LF,3000000,0,1
"1Mann,J","Mann,J",GLO,LF,3500000,0,1
"1Chisholm,J","Chisholm,J",HAR,LF,4000000,0,1
"1Lawday,T","Lawday,T",HAR,LF,3000000,0,1
"1Carnduff,F","Carnduff,F",LEI,LF,3000000,0,1
"1Leatherbarrow,O","Leatherbarrow,O",NEW,LF,3000000,0,1
"1Turnbull,C","Turnbull,C",NEW,LF,3000000,0,1
"1Kemeny,J","Kemeny,J",NOR,LF,6000000,0,1
"1Logan,R","Logan,R",SAL,LF,3000000,0,1
"1Eke,M","Eke,M",SAR,LF,3000000,0,1
"1Gonzalez,JM","Gonzalez,JM",SAR,LF,8000000,0,1
"1Cowan,T","Cowan,T",BAT,LF,3000000,0,1
"1Green,A","Green,A",BAT,LF,3000000,0,1
"1Staddon,E","Staddon,E",BAT,LF,3000000,0,1
"1Timmins,G","Timmins,G",BAT,LF,3000000,0,1
"1Cripps,K","Cripps,K",BRI,LF,3000000,0,1
"1Harvey,E","Harvey,E",BRI,LF,3000000,0,1
"1Moloney,M","Moloney,M",EXE,LF,3000000,0,1
"1Taylor,H","Taylor,H",GLO,LF,3000000,0,1
"1Trenholm,W","Trenholm,W",GLO,LF,3000000,0,1
"1Schmid,L","Schmid,L",HAR,LF,3000000,0,1
"1Smith,J","Smith,J",HAR,LF,3000000,0,1
"1Parsons,R","Parsons,R",NEW,LF,3000000,0,1
"1Benson,A","Benson,A",NOR,LF,3000000,0,1
"1Gilmore,J","Gilmore,J",SAL,LF,3000000,0,1
"1Hammick,R","Hammick,R",SAR,LF,3000000,0,1
"1Knight,T","Knight,T",SAR,LF,3000000,0,1
"1Spencer,B","Spencer,B",BAT,SH,4200000,18,1
"1van Poortvliet,J","van Poortvliet,J",LEI,SH,4100000,15,1
"1van Zyl,I","van Zyl,I",SAR,SH,3600000,13,1
"1Varney,S","Varney,S",EXE,SH,2200000,10.5,1
"1McParland,A","McParland,A",NOR,SH,2000000,9,1
"1Marmion,K","Marmion,K",BRI,SH,3000000,7.5,1
"1Randall,H","Randall,H",BRI,SH,4200000,5.5,1
"1Warr,G","Warr,G",SAL,SH,2200000,5,1
"1Porter,W","Porter,W",HAR,SH,3600000,5,1
"1Carr-Smith,T","Carr-Smith,T",BAT,SH,2000000,5,1
"1Williams,T","Williams,T",GLO,SH,4700000,4,1
"1Bracken,C","Bracken,C",SAR,SH,2000000,3,1
"1Elliott,J","Elliott,J",NEW,SH,2000000,3,1
"1Chapman,C","Chapman,C",EXE,SH,2000000,2,1
"1Whiteley,T","Whiteley,T",LEI,SH,2000000,1.5,1
"1Green,M","Green,M",HAR,SH,2000000,1,1
"1Mitchell,A","Mitchell,A",NOR,SH,4600000,0,1
"1Benitez Cruz,S","Benitez Cruz,S",NEW,SH,2000000,0,1
"1Quirke,R","Quirke,R",SAL,SH,3500000,0,1
"1van der Linde,B","van der Linde,B",BAT,SH,2000000,0,1
"1Townsend,S","Townsend,S",HAR,SH,2000000,0,1
"1Stuart,S","Stuart,S",NEW,SH,2000000,0,1
"1Wootton,W","Wootton,W",SAL,SH,2000000,0,1
"1le Roux,N","le Roux,N",BAT,SH,2000000,0,1
"1Pepper,M","Pepper,M",BRI,SH,2000000,0,1
"1Wolstenholme,S","Wolstenholme,S",BRI,SH,2000000,0,1
"1Becconsall,W","Becconsall,W",EXE,SH,2000000,0,1
"1Cairns,T","Cairns,T",EXE,SH,2000000,0,1
"1Austin,M","Austin,M",GLO,SH,2000000,0,1
"1Englefield,C","Englefield,C",GLO,SH,2000000,0,1
"1James,T","James,T",NOR,SH,2000000,0,1
"1Friday,L","Friday,L",HAR,SH,2000000,0,1
"1Murray,J","Murray,J",HAR,SH,2000000,0,1
"1Davis,J","Davis,J",NEW,SH,2000000,0,1
"1Dickens,J","Dickens,J",NEW,SH,2000000,0,1
"1Weimann,J","Weimann,J",NOR,SH,2000000,0,1
"1Hanson,D","Hanson,D",SAL,SH,2000000,0,1
"1Thomas,N","Thomas,N",SAL,SH,2000000,0,1
"1Simpson,G","Simpson,G",SAR,SH,2000000,0,1
"1Jordan,T","Jordan,T",BRI,FH,5600000,25,1
"1Belleau,A","Belleau,A",NOR,FH,5000000,19.5,1
"1Ford,G","Ford,G",SAL,FH,8700000,18.5,1
"1Farrell,O","Farrell,O",SAR,FH,8200000,16,1
"1Burke,F","Burke,F",SAR,FH,7500000,16,1
"1Bailey,O","Bailey,O",LEI,FH,4100000,15,1
"1Connon,B","Connon,B",NEW,FH,4000000,13,1
"1Evans,J","Evans,J",HAR,FH,5500000,12.5,1
"1Skinner,H","Skinner,H",EXE,FH,4000000,9,1
"1MacGinty,AJ","MacGinty,AJ",BRI,FH,8100000,6.5,1
"1Byrne,R","Byrne,R",GLO,FH,7000000,5.5,1
"1Chamberlain,B","Chamberlain,B",NEW,FH,3200000,4.5,1
"1Atkinson,C","Atkinson,C",GLO,FH,4100000,4.5,1
"1Russell,F","Russell,F",BAT,FH,10100000,0,1
"1Worsley,S","Worsley,S",BRI,FH,3100000,0,1
"1Searle,B","Searle,B",LEI,FH,3000000,0,1
"1Coen,B","Coen,B",EXE,FH,3000000,0,1
"1Smith,M","Smith,M",HAR,FH,9000000,0,1
"1O'Connor,J","O'Connor,J",LEI,FH,6000000,0,1
"1Smith,F","Smith,F",NOR,FH,10000000,0,1
"1Slevin,C","Slevin,C",HAR,FH,3000000,0,1
"1Donoghue,C","Donoghue,C",BAT,FH,5000000,0,1
"1Haydon-Wood,W","Haydon-Wood,W",EXE,FH,3000000,0,1
"1Barton,G","Barton,G",GLO,FH,4000000,0,1
"1Benson,J","Benson,J",HAR,FH,3500000,0,1
"1Newton,J","Newton,J",NEW,FH,3000000,0,1
"1Curtis,T","Curtis,T",SAL,FH,3000000,0,1
"1Davies,O","Davies,O",SAL,FH,3000000,0,1
"1Johnson,L","Johnson,L",SAR,FH,3000000,0,1
"1Tompkins,N","Tompkins,N",SAR,MID,4600000,29,1
"1Jackson-Richards,B","Jackson-Richards,B",SAR,MID,2000000,18,1
"1Litchfield,T","Litchfield,T",NOR,MID,3000000,16,1
"1Slade,H","Slade,H",EXE,MID,6200000,13.5,1
"1Lawrence,O","Lawrence,O",BAT,MID,7200000,12,1
"1Atkinson,S","Atkinson,S",GLO,MID,4700000,9.5,1
"1Maasi-White,R","Maasi-White,R",SAL,MID,3200000,9,1
"1Jenkins,J","Jenkins,J",BRI,MID,2000000,7,1
"1Kerr,S","Kerr,S",HAR,MID,2000000,7,1
"1Janse van Rensburg,B","Janse van Rensburg,B",BRI,MID,5700000,6.5,1
"1Dingwall,F","Dingwall,F",NOR,MID,5200000,6.5,1
"1Redpath,C","Redpath,C",BAT,MID,5000000,6.5,1
"1Harris,C","Harris,C",BAT,MID,4000000,5.5,1
"1Wand,W","Wand,W",LEI,MID,2000000,5,1
"1Ojomoh,M","Ojomoh,M",BAT,MID,5600000,4,1
"1du Preez,R","du Preez,R",SAL,MID,6100000,4,1
"1Lilley,N","Lilley,N",EXE,MID,3000000,3.5,1
"1Arnold,Sa","Arnold,Sa",NEW,MID,2100000,3,1
"1Beard,O","Beard,O",HAR,MID,5000000,3,1
"1Llewellyn,M","Llewellyn,M",GLO,MID,5200000,2.5,1
"1Ravouvou,K","Ravouvou,K",BRI,MID,7000000,2.5,1
"1Thame,T","Thame,T",NOR,MID,2000000,2.5,1
"1Kata,S","Kata,S",LEI,MID,5000000,2,1
"1Hutchinson,R","Hutchinson,R",NOR,MID,4000000,2,1
"1Joseph,W","Joseph,W",GLO,MID,4500000,2,1
"1Hutchison,C","Hutchison,C",SAR,MID,2000000,2,1
"1Spencer,O","Spencer,O",NEW,MID,2000000,1.5,1
"1Woodward,J","Woodward,J",LEI,MID,3000000,1,1
"1Clark,M","Clark,M",NEW,MID,2000000,1,1
"1Ikitau,L","Ikitau,L",EXE,MID,4000000,0,1
"1Wimbush,Z","Wimbush,Z",EXE,MID,2000000,0,1
"1Northmore,L","Northmore,L",HAR,MID,4500000,0,1
"1Lozowski,A","Lozowski,A",SAR,MID,4000000,0,1
"1Rigg,W","Rigg,W",EXE,MID,2000000,0,1
"1Bedlow,S","Bedlow,S",SAL,MID,2000000,0,1
"1Cinti,L","Cinti,L",SAR,MID,3000000,0,1
"1Butt,W","Butt,W",BAT,MID,3000000,0,1
"1Ascherl,H","Ascherl,H",BRI,MID,2000000,0,1
"1Baker,T","Baker,T",BRI,MID,2000000,0,1
"1Tua,T","Tua,T",EXE,MID,2000000,0,1
"1Butler,W","Butler,W",GLO,MID,2000000,0,1
"1Edwards-Giraud,J","Edwards-Giraud,J",GLO,MID,2000000,0,1
"1Waghorn,B","Waghorn,B",HAR,MID,3500000,0,1
"1Perese,I","Perese,I",LEI,MID,4000000,0,1
"1Beeckmans,R","Beeckmans,R",NEW,MID,2000000,0,1
"1Doherty,C","Doherty,C",NEW,MID,3000000,0,1
"1James,L","James,L",SAL,MID,2000000,0,1
"1Louw,M","Louw,M",SAL,MID,3000000,0,1
"1Hall,A","Hall,A",SAR,MID,2000000,0,1
"1Wilson,O","Wilson,O",SAR,MID,2000000,0,1
"1Hennessey,L","Hennessey,L",BAT,MID,2000000,0,1
"1Parry,W","Parry,W",BAT,MID,2000000,0,1
"1Campbell Wu,I","Campbell Wu,I",BRI,MID,2000000,0,1
"1Power,D","Power,D",BRI,MID,2000000,0,1
"1Rowson,H","Rowson,H",BRI,MID,2000000,0,1
"1Williams,J","Williams,J",BRI,MID,3000000,0,1
"1Bradley,B","Bradley,B",HAR,MID,2000000,0,1
"1Hyde,H","Hyde,H",HAR,MID,2000000,0,1
"1Lumley,H","Lumley,H",NOR,MID,2000000,0,1
"1Bedlow,J","Bedlow,J",SAL,MID,2000000,0,1
"1Hartley,O","Hartley,O",SAR,MID,3500000,0,1
"1Spink,S","Spink,S",SAR,MID,3500000,0,1
"1Kolade,L","Kolade,L",HAR,MID,2000000,-0.5,1
"1Feyi-Waboso,I","Feyi-Waboso,I",EXE,OBK,10100000,32.5,1
"1Todaro,E","Todaro,E",NOR,OBK,4000000,30.5,1
"1Brown-Bampoe,P","Brown-Bampoe,P",EXE,OBK,6600000,27.5,1
"1Arundell,H","Arundell,H",BAT,OBK,7700000,25.5,1
"1Rees-Zammit,L","Rees-Zammit,L",BRI,OBK,9700000,25.5,1
"1Carpenter,J","Carpenter,J",SAL,OBK,7000000,25,1
"1Green,T","Green,T",HAR,OBK,8000000,23.5,1
"1Roebuck,T","Roebuck,T",SAL,OBK,7700000,21.5,1
"1Radwan,A","Radwan,A",LEI,OBK,7700000,18.5,1
"1Hendy,G","Hendy,G",NOR,OBK,7000000,18.5,1
"1Ibitoye,G","Ibitoye,G",BRI,OBK,9200000,17.5,1
"1Hearle,A","Hearle,A",NEW,OBK,4000000,16.5,1
"1Carrington,J","Carrington,J",BRI,OBK,4000000,16,1
"1Murley,C","Murley,C",HAR,OBK,8100000,14,1
"1O'Flaherty,T","O'Flaherty,T",SAL,OBK,5500000,12.5,1
"1de Glanville,T","de Glanville,T",BAT,OBK,5600000,11.5,1
"1David,N","David,N",HAR,OBK,5500000,10.5,1
"1Hassell-Collins,O","Hassell-Collins,O",LEI,OBK,7100000,9.5,1
"1Caluori,N","Caluori,N",SAR,OBK,4000000,9.5,1
"1Segun,R","Segun,R",SAR,OBK,6000000,8.5,1
"1Ramm,J","Ramm,J",NOR,OBK,4200000,8,1
"1Cokanasiga,J","Cokanasiga,J",BAT,OBK,6100000,8,1
"1Malins,M","Malins,M",SAR,OBK,8600000,7,1
"1Reed,A","Reed,A",SAL,OBK,7000000,6.5,1
"1Loader,B","Loader,B",GLO,OBK,4200000,4.5,1
"1Hammersley,B","Hammersley,B",EXE,OBK,4000000,4.5,1
"1Thorley,O","Thorley,O",GLO,OBK,6500000,4,1
"1Hodge,J","Hodge,J",EXE,OBK,7000000,3.5,1
"1Obatoyinbo,E","Obatoyinbo,E",NEW,OBK,4000000,3,1
"1Anderson,C","Anderson,C",HAR,OBK,4000000,1,1
"1Steward,F","Steward,F",LEI,OBK,8000000,0.5,1
"1Daly,E","Daly,E",SAR,OBK,6600000,0,1
"1Woodburn,O","Woodburn,O",EXE,OBK,4100000,0,1
"1Offiah,T","Offiah,T",BAT,OBK,3000000,0,1
"1Freeman,T","Freeman,T",NOR,OBK,10000000,0,1
